model,hardware,prompt_size,batch_size,token_size,peak_power,average_power,prompt_time,token_time,e2e_time,tensor_parallel
llama2-70b,h100-80gb,512,1,1024,0,0,54.77639905,31.92576185,32735.32629,8
llama2-70b,h100-80gb,512,1,1024,0,0,58.910291,31.71973936,26910.4681,8
llama2-70b,h100-80gb,512,1,1024,0,0,53.49407799,31.76313318,26210.47497,8
llama2-70b,a100-80gb,512,1,2048,0,0,92.65878599,45.3545683,10573.6866,8
llama2-70b,a100-80gb,512,1,2048,0,0,93.16374408,45.27112234,30253.06535,8
llama2-70b,a100-80gb,512,1,2048,0,0,92.64064999,45.13962771,25920.92156,8
llama2-70b,a100-80gb,512,1,2048,0,0,92.48349594,45.73510101,29738.11293,8
llama2-70b,a100-80gb,512,1,2048,0,0,92.39860403,45.90480634,31041.69321,8
llama2-70b,h100-80gb,512,1,2048,0,0,60.36438898,30.33525511,5130.423784,8
llama2-70b,h100-80gb,512,1,2048,0,0,50.91930303,30.58121933,17676.44596,8
llama2-70b,h100-80gb,512,1,2048,0,0,74.07271804,30.94729541,63459.84602,8
llama2-70b,h100-80gb,512,1,2048,0,0,54.63282397,30.83836657,26900.58446,8
llama2-70b,h100-80gb,512,1,2048,0,0,54.05202002,30.76411932,33361.00197,8
llama2-70b,a100-80gb,512,1,4096,0,0,93.20667898,46.10560036,10747.82634,8
llama2-70b,a100-80gb,512,1,4096,0,0,92.83535695,45.82682573,30623.09361,8
llama2-70b,a100-80gb,512,1,4096,0,0,92.63446298,45.98018482,26401.75366,8
llama2-70b,a100-80gb,512,1,4096,0,0,92.34120697,45.8909108,29838.87267,8
llama2-70b,a100-80gb,512,1,4096,0,0,92.52792504,45.9896023,31099.26462,8
llama2-70b,h100-80gb,512,1,4096,0,0,55.67895004,29.76000922,5029.987335,8
llama2-70b,h100-80gb,512,1,4096,0,0,53.28754702,29.92608102,17301.56803,8
llama2-70b,h100-80gb,512,1,4096,0,0,53.85797605,30.64170029,89976.10521,8
llama2-70b,h100-80gb,512,1,4096,0,0,53.885684,30.64319358,12227.30207,8
llama2-70b,h100-80gb,512,1,4096,0,0,53.14989603,30.56174722,6537.442446,8
llama2-70b,a100-80gb,512,1,8192,0,0,93.01247401,44.61609766,10403.98788,8
llama2-70b,a100-80gb,512,1,8192,0,0,93.03771099,45.03932658,30100.60167,8
llama2-70b,a100-80gb,512,1,8192,0,0,92.833612,45.03313964,25861.70769,8
llama2-70b,a100-80gb,512,1,8192,0,0,93.01648103,45.01725314,29274.83582,8
llama2-70b,a100-80gb,512,1,8192,0,0,95.71896493,45.32726199,30657.41968,8
llama2-70b,h100-80gb,512,1,8192,0,0,57.87064903,30.04613874,5079.939365,8
llama2-70b,h100-80gb,512,1,8192,0,0,52.62524303,30.06140733,17378.57389,8
llama2-70b,h100-80gb,512,1,8192,0,0,53.28911002,30.92522009,90808.28977,8
llama2-70b,h100-80gb,512,1,8192,0,0,53.27432195,30.97437485,12358.57868,8
llama2-70b,h100-80gb,512,1,8192,0,0,53.53103403,30.80551383,6589.636326,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,174.109228,48.73972115,6367.329359,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.686079,48.89436368,6386.536837,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.8100031,48.93792825,6392.416716,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,174.382301,48.60113139,6349.849224,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.756816,48.76417297,6369.895458,8
bloom-176b,h100-80gb,512,1,128,0,0,77.13962201,36.11317417,4667.148113,8
bloom-176b,h100-80gb,512,1,128,0,0,75.17364901,35.86653313,4633.224249,8
bloom-176b,h100-80gb,512,1,128,0,0,76.44850301,35.5554734,4595.273495,8
bloom-176b,h100-80gb,512,1,128,0,0,75.49105503,36.17727465,4673.201561,8
bloom-176b,h100-80gb,512,1,128,0,0,75.32607298,36.14936273,4670.058966,8
bloom-176b,a100-80gb,512,2,128,1.006340625,0.630348438,285.4763069,50.17110911,6661.46183,8
bloom-176b,a100-80gb,512,2,128,1.006340625,0.630348438,285.8572099,50.36505349,6686.204433,8
bloom-176b,a100-80gb,512,2,128,1.006340625,0.630348438,286.8325629,49.89792034,6628.050804,8
bloom-176b,a100-80gb,512,2,128,1.006340625,0.630348438,287.100065,49.99078623,6639.774323,8
bloom-176b,a100-80gb,512,2,128,1.006340625,0.630348438,287.1825632,49.88045709,6626.023769,8
bloom-176b,h100-80gb,512,2,128,0,0,130.433974,37.35118057,4878.562212,8
bloom-176b,h100-80gb,512,2,128,0,0,130.672123,36.94050087,4826.83754,8
bloom-176b,h100-80gb,512,2,128,0,0,131.251127,36.91206607,4823.895454,8
bloom-176b,h100-80gb,512,2,128,0,0,132.462052,36.84482189,4816.124201,8
bloom-176b,h100-80gb,512,2,128,0,0,131.302429,36.88094364,4819.710493,8
bloom-176b,a100-80gb,512,4,128,1.013009375,0.6324375,526.0729461,51.18588999,7033.356905,8
bloom-176b,a100-80gb,512,4,128,1.013009375,0.6324375,526.7308271,51.07358011,7019.382715,8
bloom-176b,a100-80gb,512,4,128,1.013009375,0.6324375,529.669743,50.96827581,7009.092569,8
bloom-176b,a100-80gb,512,4,128,1.013009375,0.6324375,532.6834738,51.00358371,7016.592503,8
bloom-176b,a100-80gb,512,4,128,1.013009375,0.6324375,528.6308131,50.95084676,7005.749226,8
bloom-176b,h100-80gb,512,4,128,0,0,237.581329,38.21302741,5096.785069,8
bloom-176b,h100-80gb,512,4,128,0,0,238.385167,38.19565614,5095.477581,8
bloom-176b,h100-80gb,512,4,128,0,0,238.833896,38.0582654,5078.348875,8
bloom-176b,h100-80gb,512,4,128,0,0,257.450706,37.7290114,5054.763794,8
bloom-176b,h100-80gb,512,4,128,0,0,239.210506,37.85255205,5052.738905,8
bloom-176b,a100-80gb,512,8,128,1.0180125,0.642875,1318.409304,52.76633966,8030.051231,8
bloom-176b,a100-80gb,512,8,128,1.0180125,0.642875,1303.033234,53.0196211,8046.708345,8
bloom-176b,a100-80gb,512,8,128,1.0180125,0.642875,1331.403876,52.79194307,8046.05031,8
bloom-176b,a100-80gb,512,8,128,1.0180125,0.642875,1333.882154,53.096497,8087.174654,8
bloom-176b,a100-80gb,512,8,128,1.0180125,0.642875,1322.183895,52.95289855,8057.198524,8
bloom-176b,h100-80gb,512,8,128,0,0,620.411101,37.91342779,5444.700956,8
bloom-176b,h100-80gb,512,8,128,0,0,638.232945,37.99551751,5472.703934,8
bloom-176b,h100-80gb,512,8,128,0,0,625.01444,38.33062564,5502.212286,8
bloom-176b,h100-80gb,512,8,128,0,0,609.774464,38.14173944,5462.603569,8
bloom-176b,h100-80gb,512,8,128,0,0,645.952066,38.2996323,5518.867493,8
bloom-176b,a100-80gb,512,16,128,1.0238875,0.655825,3418.506453,57.07489429,10684.73577,8
bloom-176b,a100-80gb,512,16,128,1.0238875,0.655825,3652.936479,57.4199202,10962.97264,8
bloom-176b,a100-80gb,512,16,128,1.0238875,0.655825,3811.623759,57.34054841,11111.35888,8
bloom-176b,a100-80gb,512,16,128,1.0238875,0.655825,3381.202101,57.06342613,10645.9825,8
bloom-176b,a100-80gb,512,16,128,1.0238875,0.655825,3510.128426,57.77256566,10864.61115,8
bloom-176b,h100-80gb,512,16,128,0,0,1254.849129,40.51246988,6415.298939,8
bloom-176b,h100-80gb,512,16,128,0,0,1313.25783,40.50624466,6472.569466,8
bloom-176b,h100-80gb,512,16,128,0,0,1319.397152,40.64040593,6497.047186,8
bloom-176b,h100-80gb,512,16,128,0,0,1292.26663,41.09486611,6526.608467,8
bloom-176b,h100-80gb,512,16,128,0,0,1326.46933,41.77570361,6647.551298,8
bloom-176b,a100-80gb,512,32,128,0,0,5760.587165,65.94285981,14168.45107,8
bloom-176b,a100-80gb,512,32,128,0,0,5456.436103,65.37582396,13792.55462,8
bloom-176b,a100-80gb,512,32,128,0,0,5782.002554,66.34786344,14241.58835,8
bloom-176b,a100-80gb,512,32,128,0,0,5944.20795,65.3577698,14276.87311,8
bloom-176b,a100-80gb,512,32,128,0,0,5920.494255,65.38046832,14255.78952,8
bloom-176b,h100-80gb,512,32,128,0,0,2475.947843,46.42328373,8399.2064,8
bloom-176b,h100-80gb,512,32,128,0,0,2521.909306,45.58800582,8338.27424,8
bloom-176b,h100-80gb,512,32,128,0,0,2551.241241,45.72428193,8384.503365,8
bloom-176b,h100-80gb,512,32,128,0,0,2468.523764,46.32448626,8378.734827,8
bloom-176b,h100-80gb,512,32,128,0,0,2582.363419,45.84156714,8430.319309,8
bloom-176b,a100-80gb,512,64,128,0,0,10958.23745,96.91415044,23330.06334,8
bloom-176b,a100-80gb,512,64,128,0,0,11280.44553,96.40627946,23586.81273,8
bloom-176b,a100-80gb,512,64,128,0,0,10687.63514,96.58297453,23016.12592,8
bloom-176b,a100-80gb,512,64,128,0,0,11251.82796,96.38672798,23555.7189,8
bloom-176b,a100-80gb,512,64,128,0,0,12213.42297,96.86901416,24577.89063,8
bloom-176b,h100-80gb,512,64,128,0,0,4857.159321,63.82134216,13013.1731,8
bloom-176b,h100-80gb,512,64,128,0,0,4987.154135,63.77232612,13134.75418,8
bloom-176b,h100-80gb,512,64,128,0,0,4996.450714,64.08132044,13185.48298,8
bloom-176b,h100-80gb,512,64,128,0,0,5159.59638,63.31152586,13248.7998,8
bloom-176b,h100-80gb,512,64,128,0,0,5025.154928,65.19258416,13353.42526,8
bloom-176b,a100-80gb,128,1,128,0.690925,0.63703125,83.31758692,47.17379033,6076.783419,8
bloom-176b,a100-80gb,128,1,128,0.690925,0.63703125,82.05815405,47.34063067,6096.711159,8
bloom-176b,a100-80gb,128,1,128,0.690925,0.63703125,79.66843713,47.61210049,6128.815651,8
bloom-176b,a100-80gb,128,1,128,0.690925,0.63703125,70.66016411,47.6661424,6126.564503,8
bloom-176b,a100-80gb,128,1,128,0.690925,0.63703125,70.83878294,47.99155837,6168.143511,8
bloom-176b,h100-80gb,128,1,128,0,0,48.11641102,35.1792851,4518.982172,8
bloom-176b,h100-80gb,128,1,128,0,0,49.46382396,35.74425153,4591.994762,8
bloom-176b,h100-80gb,128,1,128,0,0,48.78958798,35.63591805,4577.590942,8
bloom-176b,h100-80gb,128,1,128,0,0,47.52247105,35.8931502,4608.956814,8
bloom-176b,h100-80gb,128,1,128,0,0,48.28443902,35.73924211,4590.133429,8
bloom-176b,a100-80gb,256,1,128,0.723353125,0.636434375,99.16399419,47.66865213,6155.689716,8
bloom-176b,a100-80gb,256,1,128,0.723353125,0.636434375,99.36681204,47.69721101,6159.51252,8
bloom-176b,a100-80gb,256,1,128,0.723353125,0.636434375,98.90474495,47.7066979,6160.283327,8
bloom-176b,a100-80gb,256,1,128,0.723353125,0.636434375,99.9848221,47.85920386,6180.663586,8
bloom-176b,a100-80gb,256,1,128,0.723353125,0.636434375,98.79384702,48.2612245,6230.469942,8
bloom-176b,h100-80gb,256,1,128,0,0,51.48974905,35.99822709,4626.687527,8
bloom-176b,h100-80gb,256,1,128,0,0,51.17948295,36.17289904,4648.47064,8
bloom-176b,h100-80gb,256,1,128,0,0,50.83871895,36.10402768,4639.398813,8
bloom-176b,h100-80gb,256,1,128,0,0,50.58450397,36.20070372,4651.362658,8
bloom-176b,h100-80gb,256,1,128,0,0,51.63520499,36.1544804,4646.500349,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,174.109228,48.73972115,6367.329359,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.686079,48.89436368,6386.536837,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.8100031,48.93792825,6392.416716,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,174.382301,48.60113139,6349.849224,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.756816,48.76417297,6369.895458,8
bloom-176b,h100-80gb,512,1,128,0,0,77.13962201,36.11317417,4667.148113,8
bloom-176b,h100-80gb,512,1,128,0,0,75.17364901,35.86653313,4633.224249,8
bloom-176b,h100-80gb,512,1,128,0,0,76.44850301,35.5554734,4595.273495,8
bloom-176b,h100-80gb,512,1,128,0,0,75.49105503,36.17727465,4673.201561,8
bloom-176b,h100-80gb,512,1,128,0,0,75.32607298,36.14936273,4670.058966,8
bloom-176b,a100-80gb,1024,1,128,1.006653125,0.624020313,287.752128,48.45628153,6445.922613,8
bloom-176b,a100-80gb,1024,1,128,1.006653125,0.624020313,292.8216821,48.80258238,6494.934797,8
bloom-176b,a100-80gb,1024,1,128,1.006653125,0.624020313,289.191399,49.004505,6517.04073,8
bloom-176b,a100-80gb,1024,1,128,1.006653125,0.624020313,289.175139,48.79216129,6490.007162,8
bloom-176b,a100-80gb,1024,1,128,1.006653125,0.624020313,289.419753,48.79685677,6490.698099,8
bloom-176b,h100-80gb,1024,1,128,0,0,133.069877,35.48154885,4644.227505,8
bloom-176b,h100-80gb,1024,1,128,0,0,133.839416,35.82293909,4688.445091,8
bloom-176b,h100-80gb,1024,1,128,0,0,132.199393,35.71640687,4674.029589,8
bloom-176b,h100-80gb,1024,1,128,0,0,132.617557,35.36600818,4629.158735,8
bloom-176b,h100-80gb,1024,1,128,0,0,132.234601,35.43053647,4635.964394,8
bloom-176b,a100-80gb,2048,1,128,1.021359375,0.61398125,539.4274408,49.35777989,6814.432621,8
bloom-176b,a100-80gb,2048,1,128,1.021359375,0.61398125,539.825669,49.40333227,6821.046591,8
bloom-176b,a100-80gb,2048,1,128,1.021359375,0.61398125,540.4118611,49.07566096,6779.788494,8
bloom-176b,a100-80gb,2048,1,128,1.021359375,0.61398125,540.8999152,49.27665716,6805.082798,8
bloom-176b,a100-80gb,2048,1,128,1.021359375,0.61398125,540.5998549,49.42556142,6823.87805,8
bloom-176b,h100-80gb,2048,1,128,0,0,251.151144,35.74887488,4797.759295,8
bloom-176b,h100-80gb,2048,1,128,0,0,252.776875,35.46681127,4763.236523,8
bloom-176b,h100-80gb,2048,1,128,0,0,271.925494,35.72157202,4815.001726,8
bloom-176b,h100-80gb,2048,1,128,0,0,253.113214,35.66854966,4789.278507,8
bloom-176b,h100-80gb,2048,1,128,0,0,262.494273,35.74251707,4808.275223,8
bloom-176b,a100-80gb,4096,1,128,1.016371875,0.580571875,1348.173237,50.25748945,7740.855217,8
bloom-176b,a100-80gb,4096,1,128,1.016371875,0.580571875,1369.478243,49.7871575,7703.035593,8
bloom-176b,a100-80gb,4096,1,128,1.016371875,0.580571875,1334.400625,50.20198846,7720.062971,8
bloom-176b,a100-80gb,4096,1,128,1.016371875,0.580571875,1330.827032,49.80155282,7665.194035,8
bloom-176b,a100-80gb,4096,1,128,1.016371875,0.580571875,1391.712289,50.49631351,7814.671278,8
bloom-176b,h100-80gb,4096,1,128,0,0,673.382845,36.93653272,5373.47579,8
bloom-176b,h100-80gb,4096,1,128,0,0,756.863259,37.10855382,5479.558229,8
bloom-176b,h100-80gb,4096,1,128,0,0,653.2444881,37.14636995,5380.473137,8
bloom-176b,h100-80gb,4096,1,128,0,0,688.695075,36.66518498,5355.051756,8
bloom-176b,h100-80gb,4096,1,128,0,0,716.215998,36.74658944,5392.614126,8
bloom-176b,a100-80gb,8192,1,128,1.025690625,0.544195313,3442.839019,51.48427779,10007.53927,8
bloom-176b,a100-80gb,8192,1,128,1.025690625,0.544195313,3674.632898,51.47262836,10228.40762,8
bloom-176b,a100-80gb,8192,1,128,1.025690625,0.544195313,3708.077494,51.2949502,10239.78162,8
bloom-176b,a100-80gb,8192,1,128,1.025690625,0.544195313,3593.166589,51.29683531,10125.18597,8
bloom-176b,a100-80gb,8192,1,128,1.025690625,0.544195313,3589.769648,51.2155344,10111.05776,8
bloom-176b,h100-80gb,8192,1,128,0,0,1535.395086,37.35344543,6295.004606,8
bloom-176b,h100-80gb,8192,1,128,0,0,1524.816801,37.43808466,6295.910835,8
bloom-176b,h100-80gb,8192,1,128,0,0,1536.381313,37.39686871,6302.102327,8
bloom-176b,h100-80gb,8192,1,128,0,0,1556.606155,37.52663909,6338.462591,8
bloom-176b,h100-80gb,8192,1,128,0,0,1496.679832,37.44773137,6268.378258,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,174.109228,48.73972115,6367.329359,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.686079,48.89436368,6386.536837,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.8100031,48.93792825,6392.416716,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,174.382301,48.60113139,6349.849224,8
bloom-176b,a100-80gb,512,1,128,0.87645,0.634917187,173.756816,48.76417297,6369.895458,8
bloom-176b,h100-80gb,512,1,128,0,0,77.13962201,36.11317417,4667.148113,8
bloom-176b,h100-80gb,512,1,128,0,0,75.17364901,35.86653313,4633.224249,8
bloom-176b,h100-80gb,512,1,128,0,0,76.44850301,35.5554734,4595.273495,8
bloom-176b,h100-80gb,512,1,128,0,0,75.49105503,36.17727465,4673.201561,8
bloom-176b,h100-80gb,512,1,128,0,0,75.32607298,36.14936273,4670.058966,8
bloom-176b,a100-80gb,512,1,256,0,0,173.9349579,49.20602288,12726.81999,8
bloom-176b,a100-80gb,512,1,256,0,0,173.746577,49.33107,12758.61907,8
bloom-176b,a100-80gb,512,1,256,0,0,173.9261779,49.00848994,12676.29981,8
bloom-176b,a100-80gb,512,1,256,0,0,174.0196201,48.62969612,12579.82016,8
bloom-176b,a100-80gb,512,1,256,0,0,174.4603179,48.84920622,12636.50417,8
bloom-176b,h100-80gb,512,1,256,0,0,76.76680299,36.85561552,9481.306314,8
bloom-176b,h100-80gb,512,1,256,0,0,75.80844499,36.66363701,9431.301594,8
bloom-176b,h100-80gb,512,1,256,0,0,76.534016,36.82186752,9472.20397,8
bloom-176b,h100-80gb,512,1,256,0,0,76.74553903,36.54686243,9402.436256,8
bloom-176b,h100-80gb,512,1,256,0,0,76.259483,36.31351473,9341.363668,8
bloom-176b,a100-80gb,512,1,512,0,0,174.595278,49.61011021,25535.11071,8
bloom-176b,a100-80gb,512,1,512,0,0,174.805691,48.99595224,25220.644,8
bloom-176b,a100-80gb,512,1,512,0,0,174.761178,49.29869975,25374.5153,8
bloom-176b,a100-80gb,512,1,512,0,0,175.6726829,49.36272962,25407.94253,8
bloom-176b,a100-80gb,512,1,512,0,0,177.575239,49.31298362,25384.33409,8
bloom-176b,h100-80gb,512,1,512,0,0,76.54436701,36.90546257,4730.248213,8
bloom-176b,h100-80gb,512,1,512,0,0,76.33165701,36.98741155,18987.31732,8
bloom-176b,h100-80gb,512,1,512,0,0,76.64158801,37.00621619,18997.1993,8
bloom-176b,h100-80gb,512,1,512,0,0,86.20983496,36.779393,7741.565704,8
bloom-176b,h100-80gb,512,1,512,0,0,75.615949,36.71284753,18846.33708,8
bloom-176b,a100-80gb,512,1,1024,0,0,175.8074181,50.35533313,17353.93786,8
bloom-176b,a100-80gb,512,1,1024,0,0,175.1816638,50.44950385,51801.965,8
bloom-176b,a100-80gb,512,1,1024,0,0,179.9778251,50.55913118,51917.52934,8
bloom-176b,a100-80gb,512,1,1024,0,0,173.8869071,50.54823244,51899.72663,8
bloom-176b,a100-80gb,512,1,1024,0,0,173.9245581,50.51579097,51866.46342,8
bloom-176b,h100-80gb,512,1,1024,0,0,79.37475498,36.56264259,4690.445662,8
bloom-176b,h100-80gb,512,1,1024,0,0,76.14180399,36.96453317,25964.87284,8
bloom-176b,h100-80gb,512,1,1024,0,0,76.24544896,36.67762529,37614.73823,8
bloom-176b,h100-80gb,512,1,1024,0,0,75.67049202,36.60089442,37534.08504,8
bloom-176b,h100-80gb,512,1,1024,0,0,76.07586501,37.19251307,35128.34048,8
bloom-176b,a100-80gb,512,1,2048,0,0,174.5774632,49.24939916,16974.75696,8
bloom-176b,a100-80gb,512,1,2048,0,0,174.5683709,49.31863437,50641.85238,8
bloom-176b,a100-80gb,512,1,2048,0,0,174.7849719,50.00951989,71858.57606,8
bloom-176b,a100-80gb,512,1,2048,0,0,174.800582,50.29080002,103147.8939,8
bloom-176b,a100-80gb,512,1,2048,0,0,174.4601601,50.21067632,32621.40226,8
bloom-176b,h100-80gb,512,1,2048,0,0,76.48154499,35.56974314,4562.072277,8
bloom-176b,h100-80gb,512,1,2048,0,0,77.49072299,35.69584608,25077.42548,8
bloom-176b,h100-80gb,512,1,2048,0,0,75.70343697,35.80542696,37867.74039,8
bloom-176b,h100-80gb,512,1,2048,0,0,75.18261299,35.47486355,35599.1168,8
bloom-176b,h100-80gb,512,1,2048,0,0,75.03828598,35.52387159,16138.99708,8
bloom-176b,a100-80gb,512,1,4096,0,0,174.528348,49.34118539,17006.07252,8
bloom-176b,a100-80gb,512,1,4096,0,0,173.8969109,49.9558754,51294.01755,8
bloom-176b,a100-80gb,512,1,4096,0,0,173.9315349,50.34504554,72339.10918,8
bloom-176b,a100-80gb,512,1,4096,0,0,174.7100372,50.62212614,203425.7505,8
bloom-176b,a100-80gb,512,1,4096,0,0,174.415529,50.50078236,90746.55414,8
bloom-176b,h100-80gb,512,1,4096,0,0,77.18322502,36.28299952,4652.140379,8
bloom-176b,h100-80gb,512,1,4096,0,0,76.32203703,36.1889803,25419.13629,8
bloom-176b,h100-80gb,512,1,4096,0,0,75.43377398,36.1637846,38243.53433,8
bloom-176b,h100-80gb,512,1,4096,0,0,75.68444696,36.30346003,36431.72503,8
bloom-176b,h100-80gb,512,1,4096,0,0,75.31824702,36.08534354,16393.14675,8
bloom-176b,a100-80gb,512,1,8192,0,0,174.7197402,49.79490797,17161.3667,8
bloom-176b,a100-80gb,512,1,8192,0,0,174.5931171,50.35915393,51708.23789,8
bloom-176b,a100-80gb,512,1,8192,0,0,174.427015,50.35059008,72347.04828,8
bloom-176b,a100-80gb,512,1,8192,0,0,179.221018,50.8035517,204158.9036,8
bloom-176b,a100-80gb,512,1,8192,0,0,176.2435019,50.3460428,90471.10701,8
bloom-176b,h100-80gb,512,1,8192,0,0,85.82489699,35.97253582,4622.254848,8
bloom-176b,h100-80gb,512,1,8192,0,0,75.80815599,36.16617501,25405.30109,8
bloom-176b,h100-80gb,512,1,8192,0,0,75.18364099,36.10789283,38187.92105,8
bloom-176b,h100-80gb,512,1,8192,0,0,75.85693401,36.12250835,36253.73864,8
bloom-176b,h100-80gb,512,1,8192,0,0,76.36227703,36.23435916,16464.18548,8
llama2-70b,h100-80gb-pcap,512,1,128,0,0,111.019415,36.97136075,4784.076691,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.4339517,37.05370054,4792.494059,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.9751364,37.10623497,4799.792051,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,107.7057618,36.99995854,4785.681725,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.9780809,36.86513585,4769.047499,2
llama2-70b,h100-80gb-pcap,512,2,128,0,0,212.2490279,37.35003823,4910.74729,2
llama2-70b,h100-80gb-pcap,512,2,128,0,0,202.9069705,37.38902857,4908.274889,2
llama2-70b,h100-80gb-pcap,512,2,128,0,0,200.9880743,37.39099839,4906.876326,2
llama2-70b,h100-80gb-pcap,512,2,128,0,0,201.2555831,37.46947349,4917.347431,2
llama2-70b,h100-80gb-pcap,512,2,128,0,0,202.5982829,37.30848178,4898.159742,2
llama2-70b,h100-80gb-pcap,512,4,128,0,0,389.7931154,39.98741007,5383.327961,2
llama2-70b,h100-80gb-pcap,512,4,128,0,0,390.5440539,39.99876027,5384.97591,2
llama2-70b,h100-80gb-pcap,512,4,128,0,0,388.7843532,39.92679353,5374.96829,2
llama2-70b,h100-80gb-pcap,512,4,128,0,0,388.5321245,39.98172926,5381.267071,2
llama2-70b,h100-80gb-pcap,512,4,128,0,0,389.7666148,39.87615846,5368.785858,2
llama2-70b,h100-80gb-pcap,512,8,128,0,0,787.8282256,40.40494675,5744.936705,2
llama2-70b,h100-80gb-pcap,512,8,128,0,0,782.3219209,40.42805949,5743.527651,2
llama2-70b,h100-80gb-pcap,512,8,128,0,0,788.8311704,40.32767092,5735.673189,2
llama2-70b,h100-80gb-pcap,512,8,128,0,0,787.0476419,40.46082247,5751.42765,2
llama2-70b,h100-80gb-pcap,512,8,128,0,0,791.1578689,40.29354488,5732.980967,2
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1539.808868,42.19208277,6552.923441,2
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1549.572249,41.82871633,6514.312506,2
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1546.719249,42.03085765,6537.083626,2
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1552.850062,41.97236409,6534.572124,2
llama2-70b,h100-80gb-pcap,512,16,128,0,0,1556.337292,41.81882562,6518.284798,2
llama2-70b,h100-80gb-pcap,512,32,128,0,0,3118.367946,52.09652491,9032.897711,2
llama2-70b,h100-80gb-pcap,512,32,128,0,0,3117.105654,52.30625055,9058.289051,2
llama2-70b,h100-80gb-pcap,512,32,128,0,0,3102.30717,52.29605832,9045.567989,2
llama2-70b,h100-80gb-pcap,512,32,128,0,0,3108.117422,52.25682522,9044.612169,2
llama2-70b,h100-80gb-pcap,512,32,128,0,0,3117.954489,52.35906405,9063.799858,2
llama2-70b,h100-80gb-pcap,512,64,128,0,0,471.3444255,42.32435761,83891.53433,2
llama2-70b,h100-80gb-pcap,512,64,128,0,0,468.2736591,42.37250781,84110.82625,2
llama2-70b,h100-80gb-pcap,512,64,128,0,0,470.3230988,42.14067246,83486.02915,2
llama2-70b,h100-80gb-pcap,512,64,128,0,0,466.8420184,42.30143568,82953.84169,2
llama2-70b,h100-80gb-pcap,512,64,128,0,0,468.7205146,42.26819405,84877.29406,2
llama2-70b,h100-80gb-pcap,128,1,128,0,0,62.83076798,37.34876106,4794.394732,2
llama2-70b,h100-80gb-pcap,128,1,128,0,0,71.42257328,37.20480902,4782.69887,2
llama2-70b,h100-80gb-pcap,128,1,128,0,0,63.01124053,37.24067232,4780.816793,2
llama2-70b,h100-80gb-pcap,128,1,128,0,0,61.47427386,37.27430012,4783.814907,2
llama2-70b,h100-80gb-pcap,128,1,128,0,0,61.08477568,36.98743764,4747.096777,2
llama2-70b,h100-80gb-pcap,256,1,128,0,0,66.9501378,37.92918176,4871.534109,2
llama2-70b,h100-80gb-pcap,256,1,128,0,0,68.13421163,37.82277458,4858.973026,2
llama2-70b,h100-80gb-pcap,256,1,128,0,0,67.45336648,37.94053342,4873.753548,2
llama2-70b,h100-80gb-pcap,256,1,128,0,0,67.40426939,37.79064233,4854.341984,2
llama2-70b,h100-80gb-pcap,256,1,128,0,0,66.88519239,37.83942121,4859.94482,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,111.019415,36.97136075,4784.076691,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.4339517,37.05370054,4792.494059,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.9751364,37.10623497,4799.792051,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,107.7057618,36.99995854,4785.681725,2
llama2-70b,h100-80gb-pcap,512,1,128,0,0,108.9780809,36.86513585,4769.047499,2
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,205.3351209,37.40945292,4913.107872,2
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,205.5637571,37.2390876,4891.878605,2
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,206.0745375,37.33590331,4904.99115,2
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,204.8833385,37.3871552,4910.056591,2
llama2-70b,h100-80gb-pcap,1024,1,128,0,0,203.8639122,37.42337923,4914.111853,2
llama2-70b,h100-80gb-pcap,2048,1,128,0,0,390.1980355,37.42767706,5060.204744,2
